date,home_team,away_team,home_goals,away_goals,competition,season
2034-11-25,Gladbach,Bremen,0,0,BL1,2023
2034-11-28,Augsburg,Frankfurt,0,0,BL1,2023
2034-12-01,Wolfsburg,Koeln,2,0,BL1,2023
2034-12-04,Hamburg,Leverkusen,0,0,BL1,2023
2034-12-07,Bayern,Union Berlin,1,0,BL1,2023
2034-12-10,Bayern,Wolfsburg,1,0,BL1,2023
2034-12-13,Hannover,Stuttgart,0,2,BL1,2023
2034-12-16,Bremen,Union Berlin,0,0,BL1,2023
2034-12-19,Koeln,Hannover,0,0,BL1,2023
2034-12-22,Leverkusen,Wolfsburg,1,1,BL1,2023
2034-12-25,Bremen,Freiburg,1,2,BL1,2023
2034-12-28,Frankfurt,Stuttgart,2,0,BL1,2023
2034-12-31,Hamburg,Hoffenheim,3,1,BL1,2023
2035-01-03,Augsburg,Bremen,1,0,BL1,2023
2035-01-06,Hoffenheim,Freiburg,4,3,BL1,2023
2035-01-09,Koeln,Augsburg,0,0,BL1,2023
2035-01-12,Bayern,Schalke,3,4,BL1,2023
2035-01-15,Stuttgart,Augsburg,1,0,BL1,2023
2035-01-18,Bremen,Schalke,1,2,BL1,2023
2035-01-21,Bochum,Union Berlin,1,0,BL1,2023
2035-01-24,Stuttgart,Leverkusen,0,2,BL1,2023
2035-01-27,Dortmund,Hoffenheim,1,2,BL1,2023
2035-01-30,Leverkusen,Hoffenheim,0,1,BL1,2023
2035-02-02,Gladbach,Augsburg,2,1,BL1,2023
2035-02-05,Wolfsburg,Hannover,4,0,BL1,2023
2035-02-08,Augsburg,Stuttgart,0,1,BL1,2023
2035-02-11,Union Berlin,Bochum,0,1,BL1,2023
2035-02-14,Koeln,Gladbach,0,2,BL1,2023
2035-02-17,Frankfurt,Hamburg,2,0,BL1,2023
2035-02-20,Koeln,Frankfurt,0,3,BL1,2023
2035-02-23,Union Berlin,Mainz,1,0,BL1,2023
2035-02-26,Gladbach,Hoffenheim,2,1,BL1,2023
2035-03-01,Koeln,Wolfsburg,1,0,BL1,2023
2035-03-04,Mainz,Augsburg,0,1,BL1,2023
2035-03-07,Hertha,Koeln,1,4,BL1,2023
2035-03-10,Augsburg,Bayern,0,0,BL1,2023
2035-03-13,Bremen,Hannover,1,0,BL1,2023
2035-03-16,Dortmund,Leverkusen,1,0,BL1,2023
